"Status"	"Evidence ID"	"Gene"	"Variant"	"Description"	"Disease"	"Drugs"	"Evidence Level"	"Evidence Type"	"Evidence Direction"	"Clinical Significance"	"Variant Origin"	"Trust Rating"
"accepted"	"1247"	"FGFR1"	"AMPLIFICATION"	"116 Ewing's sarcoma tumor samples were analyzed in this study. 2 patient's samples underwent whole genome sequencing, tumor samples from 51 patients underwent exome sequencing and expression analysis, 63 samples underwent FGFR1 copy number analysis, mRNA analysis and IHC. A FGFR1 N546K mutation was detected in one patient. Gain of the FGFR1 locus (qPCR) was observed in 13 of 41 patients (31.7%) and Ewing sarcoma cell lines (A673, CADO, SK-NMC, SK-ES, and VH-64). FGFR1 was also highly expressed in Ewing sarcoma (mRNA and IHC) and correlated with copy number. Retroviral transduction of FGFR1 wild-type or the FGFR1 N546K mutant into NIH3T3 cells led to enhanced proliferation especially for cells harboring the FGFR1 mutation. ShRNA mediated knockdown of FGFR1 inhibited growth of Ewing sarcoma and other cancer cells (A549 lung carcinoma cell line or leukemia cell lines HL60 and Kasumi) with almost complete growth suppression only in the Ewing sarcoma cell lines and knockdown of FGFR1 abrogated growth of cell lines in xenograft. Ponatinib treatment inhibited growth of Ewing sarcoma cell lines."	"Bone Ewing's Sarcoma"	"Ponatinib"	"D"	"Predictive"	"Supports"	"Sensitivity"	"N/A"	3
"accepted"	"1105"	"FGFR1"	"AMPLIFICATION"	"FGFR1-amplified breast cancer cell lines show resistance to 4-hydroxytamoxifen, which is reversed by small interfering RNA silencing of FGFR1."	"Breast Cancer"	"4-hydroxytamoxifen"	"D"	"Predictive"	"Supports"	"Resistance or Non-Response"	"Somatic Mutation"	3
"accepted"	"686"	"FGFR1"	"AMPLIFICATION"	"Preclinical study showing FGFR1 amplification in NSCLC and efficacy of FGFR-1 inhibition in one amplified cell line."	"Non-small Cell Lung Carcinoma"	"PD173074"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	4
"accepted"	"680"	"FGFR1"	"AMPLIFICATION"	"Preclinical (in-vitro, in-vivo) evidence suggests predictive value of FGFR1 amplification for treatment with FGFR1-inhibitors. 4 of 83 cell lines exhibited FGFR1 amplification, and 3 of these were highly sensitive to PD173074. This sensitivity was confirmed in a mouse xenograft. Clinical trials are currently ongoing."	"Lung Squamous Cell Carcinoma"	"PD173074"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	5
"accepted"	"683"	"FGFR1"	"AMPLIFICATION"	"This study shows an association of FGFR1 amplification with shorter overall and disease-free survival. However, no statistically significant association is seen on multivariate analysis."	"Lung Squamous Cell Carcinoma"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	3
"accepted"	"682"	"FGFR1"	"AMPLIFICATION"	"In this study in surgically resected squamous cell lung cancer, FGFR1 amplification has been shown as an independent negative prognostic factor in Asian patients. FGFR1 amplification also correlates with cigarette smoking."	"Lung Squamous Cell Carcinoma"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	4
"accepted"	"684"	"FGFR1"	"AMPLIFICATION"	"This study shows a reduction in the risk of death for patients with FGFR1 copy-number between 4 and 6. No difference in survival is seen between amplified and non-amplified patients in general."	"Non-small Cell Lung Carcinoma"	"N/A"	"B"	"Prognostic"	"Supports"	"Better Outcome"	"Somatic Mutation"	2
"accepted"	"685"	"FGFR1"	"AMPLIFICATION"	"Meta-Analysis on prognostic value of FGFR1 amplification in different types of cancer shows significantly worse overall survival for patients with FGFR1 and FGFR2 amplification. However larger studies are warranted for confirmation."	"Cancer"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	4
"accepted"	"687"	"FGFR1"	"AMPLIFICATION"	"Effect of FGFR1 amplification on survival unclear, no significant correlation with PFS and OS seen in this meta-analysis. However, FGFR1 amplification is significantly correlated with lymph node metastasis."	"Lung Squamous Cell Carcinoma"	"N/A"	"B"	"Prognostic"	"Does Not Support"	"Poor Outcome"	"Somatic Mutation"	4
"accepted"	"408"	"FOXP1"	"AMPLIFICATION"	"Amplification of FOXP1 is shown to be associated with ABC DLBCL."	"Diffuse Large B-cell Lymphoma"	"N/A"	"B"	"Diagnostic"	"Supports"	"Positive"	"Somatic Mutation"	3
"accepted"	"1466"	"KIT"	"AMPLIFICATION"	"Phase 2 trial in metastatic mucosal, acral or chronically sun-damaged melanoma. Twenty-five patients were enrolled (24 evaluable). Eight patients (33%) had tumors with KIT mutations, 11 (46%) with KIT amplifications, and five (21%) with both. Median follow-up was 10.6 months. Best overall response rate was statistically significantly different by mutation status: 7 of 13 or 54% KIT mutated v 0% KIT amplified only."	"Mucosal Melanoma"	"Imatinib"	"B"	"Predictive"	"Supports"	"Resistance or Non-Response"	"N/A"	3
"accepted"	"1497"	"KRAS"	"AMPLIFICATION"	"Retrospective analysis of somatic mutations and copy number changes in 119 patients treated with carboplatin, paclitaxel, ± sorafenib (CPS) in the E2603 trial. CPS therapy was associated with improved overall survival compared with CP in patients with tumors positive for KRAS gene copy gains (HR = 0.25; P = 0.035)."	"Skin Melanoma"	"Docetaxel, Carboplatin, Sorafenib"	"B"	"Predictive"	"Supports"	"Sensitivity"	"N/A"	2
"accepted"	"792"	"MAPK1"	"AMPLIFICATION"	"Resistance to WZ4002 was induced in cell lines. Amplification of MAPK1 or downregulation of ERK-pathway inhibitors led to resistance to EGFR inhibition with WZ4002. Chemical inhibition (MEK inhibition with either CI-1040 or GSK1120212) or shRNA knockdown of MAPK1 resensitized cells to EGFR inhibition with WZ4002 in-vitro. Additionally, MAPK1 amplification was identified in 1/21 erlotinib-resistant NSCLC patients. MAPK1 amplification was not observed in the pretreatment tumor, only the post-treatment resistant tumor which lacked other more common drug-resistance mechanisms EGFR T790M or MET amplification."	"Non-small Cell Lung Carcinoma"	"WZ4002"	"D"	"Predictive"	"Supports"	"Resistance or Non-Response"	"Somatic Mutation"	4
"accepted"	"1095"	"MET"	"EXON 14 MUTATION + AMPLIFICATION"	"64-year old female (non-smoker) was diagnosed with NSCLC. A c.3028 G->A mutation was identified in exon 14 resulting in exon 14 skipping. Further, amplification of the MET gene was observed. The patient was given crizotinib and CT scans showed a positive response after 8 weeks of treatment."	"Non-small Cell Lung Carcinoma"	"Crizotinib"	"C"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	3
"accepted"	"1392"	"MET"	"AMPLIFICATION"	"155 patients with lung adenocarcinomas underwent rebiopsy and genotyping (EGFR, AKT1, BRAF, ERBB2, KRAS, MEK1, NRAS, PIK3CA and FISH for MET and HER2) after the development of acquired resistance to EGFR inhibitors (gefitinib or erlotinib). MET amplification was seen in 4 of 75 patients tested (no baseline samples available). One patient had small cell transformation and MET amplification, two patients had EGFR T790M mutation and MET amplification."	"Lung Adenocarcinoma"	"Erlotinib, Gefitinib"	"C"	"Predictive"	"Supports"	"Resistance or Non-Response"	"N/A"	2
"accepted"	"733"	"MET"	"AMPLIFICATION"	"In this study a gefitinib-sensitive cell-line (HCC827), acquired gefitinib resistance (HCC827 GR) by a focal amplification of MET.  Resistance was conferred by the MET amplification driving ERBB3 (HER3)-dependent activation of PI3K."	"Non-small Cell Lung Carcinoma"	"Gefitinib"	"D"	"Predictive"	"Supports"	"Resistance or Non-Response"	"Somatic Mutation"	4
"accepted"	"689"	"MET"	"AMPLIFICATION"	"A case-study describing a patient with MET polysomy, MET over-expression and evidence of autocrine HGF-production (the growth factor ligand of MET). The patient initially achieved a complete response on MET-Inhibitor MetMAb (Onartuzumab) for 2 years and mixed response after recurrence with resistance in some of the newly developing metastases."	"Gastric Adenocarcinoma"	"Onartuzumab"	"C"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	3
"accepted"	"735"	"MET"	"AMPLIFICATION"	"A case-study of an ALK-negative patient with MET amplification (MET/CEP7 ratio >5.0) who achieved a durable partial response to MET/ALK-inhibitor crizotinib."	"Non-small Cell Lung Carcinoma"	"Crizotinib"	"C"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	3
"accepted"	"836"	"MET"	"AMPLIFICATION"	"Case report of a patient with MET amplification without high-level MET/CEP7 ratio, MET exon 14 mutation or overexpression who achieved rapid response to crizotinib."	"Lung Adenocarcinoma"	"Crizotinib"	"C"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"890"	"MET"	"AMPLIFICATION"	"Case report of a 73 year old patient with advanced squamous cell carcinoma of the lung that tested negative for EGFR, KRAS and PIK3CA mutations and ALK and ROS1 rearrangements. c-MET amplification was detected by FISH. Crizotinib led to a partial response."	"Lung Squamous Cell Carcinoma"	"Crizotinib"	"C"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"1328"	"MYCN"	"AMPLIFICATION"	"In a cohort of 1596 neuroblastoma patients.   Five year event free survival was 74 months in non-MYCN amplified cases and 39 months in amplified cases. Differences were significant with p < 0.0001. Five year overall survival was 83 months and non-MYCN amplified cases and 46  months in amplified cases, with p < 0.0001, indicating poorer prognosis for MYCN-amplified cases."	"Neuroblastoma"	"N/A"	"A"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	4
"accepted"	"744"	"MYCN"	"AMPLIFICATION"	"The drug CBL0137 (a drug that interacts with SSRP1 aka FACT) exhibited a synergistic effect with standard chemotherapy (cyclophosphamide, etoposide, cisplatin, vincristine, etc.) by blocking repair of DNA damage caused by genotoxic drugs, thus creating a synthetic lethal environment in MYCN-amplified neuroblastoma cells. High MYCN expression was found to sensitize neuroblastoma cells to CBL0137."	"Neuroblastoma"	"CBL0137"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	3
"accepted"	"492"	"NCOA3"	"AMPLIFICATION"	"In patients with breast cancer, those with amplification of NCOA3 had shorter disease-specific survival."	"Breast Cancer"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	3
"accepted"	"811"	"NOTCH1"	"AMPLIFICATION"	"NOTCH1 copy-number gain in a patient-derived tumor xenograft model of colorectal cancer, was associated with increased NOTCH1 and JAG1 activity and response to a NOTCH1-targeting antibody (PF-06293622)."	"Colorectal Cancer"	"NOTCH1 Antibody"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"812"	"NOTCH1"	"AMPLIFICATION"	"NOTCH1 amplifications (as determined by FISH) were significantly (log-rank p?=?0.025) associated with worse survival in a cohort of 116 patients with colorectal cancer."	"Colorectal Cancer"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	2
"accepted"	"1403"	"PIK3CA"	"AMPLIFICATION"	"474 cancer cell lines from the cancer cell line encyclopedia were assessed for response to the PI3Kalpha inhibitor BYL719 (Alpelisib). PIK3CA amplification was significanly associated with BYL719 response. A gastric cancer patient derived xenograft (PDX) was transplanted into two athymic mice and one was treated with BYL719. The untreated PDX grew by over 100 percent while the BYL719 tumor was reduced by 86 percent."	"Stomach Carcinoma"	"NVP-BYL719 (Alpelisib)"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	3
"submitted"	"1464"	"PIK3CA"	"AMPLIFICATION"	"The HNSCC cell line LB771 with PIK3CA amplification was shown to have low antiproliferative IC50 for the p110beta-sparing PI3K inhibitor taselisib. Under increasing taselisib concentrations, reduction in phospho-Akt pro-survival signal was apparent, along with increased levels of pro-apoptotic marker cleaved PARP. A general tendency for taselisib sensitivity to PI3K mutation was also seen in a panel of 26 HNSCC cell lines"	"Head And Neck Squamous Cell Carcinoma"	"Taselisib (GDC-0032)"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"756"	"PIK3CA"	"AMPLIFICATION"	"One platinum-refractory epithelial ovarian cancer patient with PTEN loss and PIK3CA amplification had a partial response on treatment with PI3K inhibitor pictilisib (GDC-0941) in this phase 1 study. A total of 60 patients with advanced solid tumors were enrolled in this study."	"Epithelial Ovarian Cancer"	"Pictilisib"	"C"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"504"	"PIK3CA"	"AMPLIFICATION"	"In patients with gastric cancer, those with amplification of PIK3CA had shorter overall survival than those without amplification."	"Gastric Adenocarcinoma"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	3
"accepted"	"1496"	"RAF1"	"AMPLIFICATION"	"Retrospective analysis of somatic mutations and copy number changes in 119 patients treated with carboplatin, paclitaxel, ± sorafenib (CPS) in the E2603 trial. CPS therapy was associated with improved progression-free survival (PFS) compared with CP in patients with tumors that were positive for RAF1 gene copy gains (HR = 0.372; P = 0.025)."	"Skin Melanoma"	"Sorafenib, Paclitaxel, Carboplatin"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"409"	"REL"	"AMPLIFICATION"	"Amplification of REL is shown to be associated with germinal-center B-cell–like diffuse large-B-cell lymphomas."	"Diffuse Large B-cell Lymphoma"	"N/A"	"B"	"Diagnostic"	"Supports"	"Positive"	"Somatic Mutation"	4
"accepted"	"1440"	"RICTOR"	"AMPLIFICATION"	"Study describes an 18 year old never smoker patient presenting with lung cancer. A genomic profiling assay (FoundationOne) revealed a 7-copy amplification of RICTOR as the only somatic alteration. RICTOR amplification was confirmed via FISH and IHC. When treated with Dual mTOR1/2 blockers patient exhibited stable disease for aprox. 18 months"	"Lung Adenocarcinoma"	"MLN0128, Cc-223"	"C"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"857"	"RSF1"	"AMPLIFICATION"	"In retrospective study, 413 patients were assessed for RSF1 amplification. 28 patients with RSF1 amplification did not show a benefit from adjuvant tamoxifen compared to placebo (12 treated vs 16 placebo). 381 patients without amplification did show a benefit compared to placebo (187 treated vs 194 placebo)."	"Breast Cancer"	"Tamoxifen"	"B"	"Predictive"	"Supports"	"Resistance or Non-Response"	"Somatic Mutation"	2
"accepted"	"514"	"TERT"	"AMPLIFICATION"	"In patients with acral lentiginous melanoma, those with amplification of TERT had shorter overall survival."	"Acral Lentiginous Melanoma"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	3
"accepted"	"888"	"TOP1"	"AMPLIFICATION"	"FFPE tumor samples from 78 patients with colorectal cancer, who had received irinotecan monotherapy were analyzed with a FISH dual-probe. TOP1 gain was nonsignificantly associated with objective response to irinotecan Odds ratio (OR): 1.62; p = 0.07."	"Colorectal Cancer"	"Irinotecan"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	1
"accepted"	"527"	"TTF1"	"AMPLIFICATION"	"6 of 89 patients with lung adenocarcinoma had amplification of TTF1. There was no statistical difference in overall survival between patients with and without gene amplification."	"Lung Adenocarcinoma"	"N/A"	"B"	"Prognostic"	"Does Not Support"	"N/A"	"Somatic Mutation"	3
"accepted"	"903"	"TYMS"	"AMPLIFICATION"	"TYMS copy number was lower in clinical samples responding to pemetrexed in combination with platinum (n=25). The same was found in 17 cell lines."	"Lung Adenocarcinoma"	"Pemetrexed"	"B"	"Predictive"	"Supports"	"Resistance or Non-Response"	"Somatic Mutation"	3
"accepted"	"1280"	"BCL2L11"	"DELETION POLYMORPHISM"	"DNA sequencing was performed in five Ph+ CML samples with sensitivity or resistance to imatinib. A structural variation in BIM2 (BCL2L11) with an identical 2,903-bp genomic deletion was identified in all three resistant samples. 2,597 healthy individuals were screened and the deletion polymorphism was identified in 12.3% of East Asian Population but 0% in African or European Population. In-vitro, imatinib-induced apoptosis was reduced in cells harboring the BIM deletion polymorphism. Two East Asian CML cohorts (n=203) treated with imatinib were analzed for the polymorphism. Overall odds ratio for resistant disease among subjects with the deletion polymorphism compared to those without it was 2.94 (P = 0.02, 95% CI 1.17–7.43). Patients with the polymorphism  compared to those without were more likely to be resistant without BCR-ABL mutations than resistant with BCR-ABL mutation or sensitive (odds ratio = 1.90, 95% CI 1.08–4.35)."	"Chronic Myeloid Leukemia"	"Imatinib"	"B"	"Predictive"	"Supports"	"Resistance or Non-Response"	"Germline Polymorphism"	4
"accepted"	"1281"	"BCL2L11"	"DELETION POLYMORPHISM"	"The BIM (BCL2L11) deletion polymorphism was identified in an EGFR Mutant NSCLC cell line with resistance to EGFR-TKI (HCC2779). Introduction of this polymorphism in a previously EGFR-inhibitor sensitive cell line led to TKI-resistance. In 141 NSCLC patients with EGFR mutations, the presence of the polymorphism was predictive of a significantly shorter PFS under treatment with EGFR-TKI (6.6 months vs. 11.9 months, p = 0.0027)."	"Non-small Cell Lung Carcinoma"	"EGFR Inhibitor"	"B"	"Predictive"	"Supports"	"Resistance or Non-Response"	"Germline Polymorphism"	4
"accepted"	"1267"	"BRAF"	"L485-P490 IN-FRAME DELETION"	"Cells harboring in-frame deletions in BRAF in the L485-P490 amino acid region were found to be sensitive to the RAF dimer inhibitor LY3009120, but not sensitive to the BRAF-selective inhibitors vemurafenib or dabrafenib.  These deletions were observed in pancreatic, ovarian, NSCLC, and thyroid cancers. These deletions were mutually exclusive with KRAS mutations. In three cell lines H2405 (NSCLC with L485-P490>Y), BxPC-3 (pancreatic with V487-P492>A), and OV-90 (ovarian with N486-P490del), BRAF deletion–mediated MAPK activation was found to be sensitive to LY3009120 as evidenced by dose-dependent inhibition of phospho-MEK and ERK.  LY3009120 demonstrated a concentration-dependent cell growth inhibition with IC 50 values of 0.04, 0.087, and 0.007 ? mol/L these three cell lines."	"Cancer"	"LY3009120"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	3
"accepted"	"662"	"EGFR"	"EXON 4 DELETION"	"A variant of EGFR with exon 4 deletion (de4 EGFR) enhanced the invasiveness and cisplatin resistance of epithelial ovarian cancer cell lines (SKOV3, CAOV3, ES2) in vitro when compared with wild-type EGFR. The three cell lines were infected with lentivirus for either EGFR or de4 EGFR, and lentivirus-infected cells were used to perform transwell migration assays, invasion assays, and cisplatin sensitivity assays."	"Epithelial Ovarian Cancer"	"Cisplatin"	"D"	"Predictive"	"Supports"	"Resistance or Non-Response"	"Somatic Mutation"	4
"accepted"	"273"	"EGFR"	"EXON 19 DELETION"	"Exon 19 deletion has been shown to be correlated with gefitinib response."	"Non-small Cell Lung Carcinoma"	"Gefitinib"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	4
"accepted"	"881"	"EGFR"	"EXON 19 DELETION"	"Stable HEK293 cell lines expressing mutant EGFR cDNAs were created (using a pQCLIN retroviral vector) and their drug sensitivities to afatinib were examined by MTT assay. Phorphorylation of EGFR was assayed by Western blot. The 50% inhibitory concentration (IC50) of afatinib was significantly lower in cells harboring EGFR exon 19 deletion than in cells harboring EGFR L858R."	"Non-small Cell Lung Carcinoma"	"Afatinib"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"969"	"EGFR"	"EXON 19 DELETION"	"Cells harboring an exon 19 deletion were sensitive to afatinib. This study performed drug response assays using five human NSCLC cell lines with various combinations of EGFR mutations. In order to directly compare the sensitivity of multiple EGFR mutations to EGFR-TKIs the authors also generated multiple EGFR transduced Ba/F3 stable cell lines and evaluated sensitivity to EGFR-TKIs by MTS assay."	"Non-small Cell Lung Carcinoma"	"Afatinib"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"981"	"EGFR"	"EXON 19 DELETION"	"Afatinib is an irreversible covalent inhibitor of EGFR (second generation). This Phase III clinical trial (LUX-Lung 6; NCT01121393) was performed in Asian patients with EGFR mutant advanced NSCLC. 364 eligible patients with EGFR mutations were assigned to afatinib (n=242) or gemcitabine and cisplatin (n=122) treatment. The trial observed significantly longer median progression-free survival with afatinib vs. gemcitabine and cisplatin treatment (11.0 vs. 5.6 months). Afatinib/Chemotherapy group compositions: 51.2/50.8 % del 19; 38/37.7 % Leu858Arg; 10.8/11.5 % Uncommon."	"Lung Adenocarcinoma"	"Afatinib"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	4
"accepted"	"884"	"EGFR"	"EXON 19 DELETION"	"A randomized phase 3 trial involving 173 NSCLC patients with EGFR mutations (exon 19 deletion or L858R mutation in exon 21) with no history of chemotherapy for metastatic disease. Patients were randomly allocated (1:1) to receive either erlotinib or standard chemotherapy. The primary endpoint was progression-free survival (PFS). Median PFS was 9.7 months in the erlotinib group, compared with 5.2 months in the standard chemotherapy group."	"Non-small Cell Lung Carcinoma"	"Erlotinib"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	3
"accepted"	"880"	"EGFR"	"EXON 19 DELETION"	"A phase III clinical trial (NCT00949650) found that median progression free survival among patients with EGFR exon 19 deletion was 13.6 months for afatinib and 6.9 months for chemotherapy (HR, 0.47; 95% CI, 0.34 to 0.65; P = .001). 308 patients had either exon 19 or L858 mutations."	"Lung Adenocarcinoma"	"Afatinib"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	4
"accepted"	"983"	"EGFR"	"EXON 19 DELETION"	"In analysis of LUX-Lung 3 and LUX-Lung 6 trials (NCT00949650 and NCT01121393), of EGFR mutant NSCLC, median overall survival with afatinib treatment was seen to be significantly improved over chemotherapy (33.3 vs 21.1 and 31.4 vs 18.4 months in LUX-Lung 3 and LUX-Lung 6 respectively).  This effect was observed in the EGFR exon 19 deletion subgroup, but not in the L858R mutant subgroup."	"Lung Adenocarcinoma"	"Afatinib"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	4
"accepted"	"882"	"EGFR"	"EXON 19 DELETION"	"In a phase 2 study (NCT00525148), patients with lung adenocarcinoma (stage IIIb with pleural effusion or stage IV) and EGFR mutations, treated with afatinib, were assessed by objective response. In total, 129 patients were treated with afatinib. 66% of the 106 patients with two common activating EGFR mutations (exon 19 deletion or L858R) had an objective response compared to 39% of 23 patients with less common EGFR mutations."	"Lung Adenocarcinoma"	"Afatinib"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	3
"accepted"	"413"	"EGFR"	"EXON 19 DELETION"	"NSCLC patients with exon 19 deletions in EGFR had longer overall survival than patients with an L858R mutation when treated with gefitinib and erlotinib (38 versus 17 months; P = 0.04)."	"Non-small Cell Lung Carcinoma"	"Erlotinib, Gefitinib"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	4
"accepted"	"660"	"GSTP1"	"DELETION"	"Stable GSTP1 knockdown in ovarian carcinoma A2780 cell lines showed increased sensitivity to platinum-based chemotherapy drugs carboplatin, cisplatinum, carboplatin, and paclitaxel. For each drug, 3 biological replicates were performed for this study, and effectiveness was evaluated using an MTT assay. There was not a significant difference in sensitivity to other chemotherapy drugs such as gemcitabine, topotecan, and doxorubicin."	"Ovarian Carcinoma"	"Cisplatin, Paclitaxel, Carboplatin"	"D"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	4
"accepted"	"1164"	"HSPH1"	"T17 DELETION"	"329 consecutive patients with stage II–III colorectal tumors with MSI after surgical resection at tertiary medical centers were screened for HSP110 T(17) by PCR. Patients underwent adjuvant chemotherapy with 5-fluorouracil and oxaliplatin. Patients with large HSP110 T(17) deletions (?5 bp; 18 of 77 patients, 23.4%) had longer times of relapse-free survival than patients with small or no deletions (?4 bp; 59 of 77 patients, 76.6%) in multivariate analysis (hazard ratio, 0.16; 95% confidence interval, 0.012–0.8; P = .03). A significant interaction between chemotherapy and T17 deletion was found (P =.009)."	"Colorectal Cancer"	"5-Fluorouracil, Oxaliplatin"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	2
"accepted"	"624"	"IKZF1"	"DELETION"	"IKZF1 deletions are associated with poor outcome in patients with childhood BCR-ABL–positive B-cell precursor acute lymphoblastic leukemia even when treated with imatinib. This phenomenon was observed in patients treated in the pre-TKI era as well as those treated with imatinib when compared to wild-type patients undergoing similar treatment."	"Precursor B Lymphoblastic Lymphoma/leukemia"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	3
"accepted"	"625"	"IKZF1"	"DELETION"	"IKZF1 deletions in patients with BCR-ABL–positive adult acute lymphoblastic leukemia were associated with reduced disease-free survival compared to wild type patients."	"Acute Lymphocytic Leukemia"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	3
"accepted"	"629"	"IKZF1"	"DELETION"	"In patients with Philadelphia Chromosome negative B-cell precursor acute lymphoblastic leukemia, focal deletion involving 3-5 exons of IKZF1 was associated with higher cumulative incidence of relapse (CIR) than wildtype IKZF1."	"Precursor B Lymphoblastic Lymphoma/leukemia"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	4
"accepted"	"626"	"IKZF1"	"DELETION"	"A targeted copy number screen of 131 precursor B-ALL cases revealed that IKZF1 deletions are significantly associated with poor relapse-free and overall survival rates. Furthermore non-high-risk patients with IKZF1 deletions exhibited a ~12-fold higher relative relapse rate than those without IKZF1 deletions."	"Acute Lymphocytic Leukemia"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	3
"accepted"	"484"	"IKZF1"	"DELETION"	"In children with bone marrow relapsed B-cell precursor acute lymphoblastic leukemia, those with deletions of IKZF1 had worse event-free and overall survival than patients without deletions."	"Precursor B Lymphoblastic Lymphoma/leukemia"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	4
"accepted"	"679"	"LRP1B"	"EXON 12–22 DELETION"	"A minimum common region of deletion of 0.19Mb, encompassing exons 12–22 of LRP1B4 was observed in 4 patients exhibiting acquired treatment resistance. Transfection of mLRP1B4, a fully functional minigene of LRP1B, in IGROV1 and OVCAR4 ovarian cell lines with low expression of LRP1B4 increased sensitivity to liposomal doxorubicin but not doxorubicin. siRNA knockdown of LRP1B4 in JHOS3 and Kuramochi ovarian cancer cell lines decreased sensitivity to liposomal doxorubicin but not doxorubicin."	"Ovarian Cancer"	"Doxorubicin"	"D"	"Predictive"	"Supports"	"Resistance or Non-Response"	"Somatic Mutation"	3
"accepted"	"1231"	"PTEN"	"DELETION"	"In a phase II trial on castration-resistant prostate cancer patients, FISH detection of PTEN deletion was associated with increased progression free survival (p=0.07) and with improved PSA response (p=0.02) in response to everolimus, an mTOR pathway inhibitor."	"Prostate Cancer"	"Everolimus"	"B"	"Predictive"	"Supports"	"Sensitivity"	"Somatic Mutation"	3
"accepted"	"505"	"PTEN"	"DELETION"	"In a study of 107 prostate adenocarcinomas, those with either hemi- or homozygous deletions of PTEN (as determined by interphase FISH) have shorter biochemical recurence-free survival than those without deletions."	"Prostate Adenocarcinoma"	"N/A"	"B"	"Prognostic"	"Supports"	"Poor Outcome"	"Somatic Mutation"	4
